id,timestamp,customer_id,message,issue_type,priority,agent_reply
sup_9465,2025-08-27T12:22:08.875948,cust_2929,cust_2929: I have an issue: how to change bank details. Need assistance,how to change bank details,high,Go to Payments > Bank details. Update and complete micro-deposit verification.
sup_9466,2025-08-23T12:22:08.875948,cust_809,cust_809: I have an issue: refund request. Need assistance,refund request,high,Refunds take 5-7 business days. Provide transaction id and reason for faster processing.
sup_9467,2025-10-22T12:22:08.875948,cust_4734,cust_4734: I have an issue: missing statement. Thanks,missing statement,medium,"Statements are available under Documents > Statements. If missing, tell us the month and year."
sup_9468,2025-08-21T12:22:08.875948,cust_177,cust_177: I have an issue: need KYC help. Please help,need KYC help,low,"To complete KYC, upload ID and address proof. Visit Settings > KYC to upload documents."
sup_9469,2025-10-23T12:22:08.875948,cust_4953,cust_4953: I have an issue: account locked. Please help,account locked,high,"We're sorry — your account is locked. Please provide last 4 digits of linked bank to verify, or contact support."
sup_9470,2025-11-07T12:22:08.875948,cust_4210,cust_4210: I have an issue: how to change bank details. Thanks,how to change bank details,high,Go to Payments > Bank details. Update and complete micro-deposit verification.
sup_9471,2025-09-03T12:22:08.875948,cust_1779,cust_1779: I have an issue: refund request. Thanks,refund request,low,Refunds take 5-7 business days. Provide transaction id and reason for faster processing.
sup_9472,2025-10-06T12:22:08.875948,cust_3865,cust_3865: I have an issue: deposit not credited. Urgent,deposit not credited,medium,"Deposits normally show within 1-3 business days. If delayed, send transaction reference and we will investigate."
sup_9473,2025-09-30T12:22:08.875948,cust_1436,cust_1436: I have an issue: refund request. Thanks,refund request,low,Refunds take 5-7 business days. Provide transaction id and reason for faster processing.
sup_9474,2025-10-28T12:22:08.875948,cust_3817,cust_3817: I have an issue: how to change bank details. Need assistance,how to change bank details,medium,Go to Payments > Bank details. Update and complete micro-deposit verification.
sup_9475,2025-09-25T12:22:08.875948,cust_3061,cust_3061: I have an issue: how to reset password. Thanks,how to reset password,low,"Please follow the reset link in the app or visit Account > Reset Password. If locked out, use 'Forgot password'."
sup_9476,2025-11-03T12:22:08.875948,cust_776,cust_776: I have an issue: account locked. Urgent,account locked,low,"We're sorry — your account is locked. Please provide last 4 digits of linked bank to verify, or contact support."
sup_9477,2025-09-29T12:22:08.875948,cust_2766,cust_2766: I have an issue: transaction failed. Please help,transaction failed,low,"Please check error code and retry. If funds were debited, contact support with transaction id."
sup_9478,2025-10-01T12:22:08.875948,cust_2452,cust_2452: I have an issue: how to change bank details. Please help,how to change bank details,medium,Go to Payments > Bank details. Update and complete micro-deposit verification.
sup_9479,2025-10-03T12:22:08.875948,cust_740,cust_740: I have an issue: need KYC help. Need assistance,need KYC help,low,"To complete KYC, upload ID and address proof. Visit Settings > KYC to upload documents."
sup_9480,2025-11-02T12:22:08.875948,cust_4256,cust_4256: I have an issue: transaction failed. Thanks,transaction failed,low,"Please check error code and retry. If funds were debited, contact support with transaction id."
sup_9481,2025-09-26T12:22:08.875948,cust_2143,cust_2143: I have an issue: error on mobile app. Thanks,error on mobile app,medium,"Try clearing app cache or reinstalling the app. If issue persists, send app version and logs."
sup_9482,2025-10-31T12:22:08.875948,cust_3113,cust_3113: I have an issue: need KYC help. Need assistance,need KYC help,medium,"To complete KYC, upload ID and address proof. Visit Settings > KYC to upload documents."
sup_9483,2025-11-04T12:22:08.875948,cust_4601,cust_4601: I have an issue: how to reset password. Thanks,how to reset password,medium,"Please follow the reset link in the app or visit Account > Reset Password. If locked out, use 'Forgot password'."
sup_9484,2025-08-30T12:22:08.875948,cust_2888,cust_2888: I have an issue: missing statement. Need assistance,missing statement,high,"Statements are available under Documents > Statements. If missing, tell us the month and year."
sup_9485,2025-08-31T12:22:08.875948,cust_1453,cust_1453: I have an issue: refund request. Urgent,refund request,low,Refunds take 5-7 business days. Provide transaction id and reason for faster processing.
sup_9486,2025-08-20T12:22:08.875948,cust_2884,cust_2884: I have an issue: missing statement. Thanks,missing statement,medium,"Statements are available under Documents > Statements. If missing, tell us the month and year."
sup_9487,2025-10-12T12:22:08.875948,cust_1651,cust_1651: I have an issue: need KYC help. Please help,need KYC help,high,"To complete KYC, upload ID and address proof. Visit Settings > KYC to upload documents."
sup_9488,2025-09-08T12:22:08.875948,cust_2198,cust_2198: I have an issue: error on mobile app. Urgent,error on mobile app,medium,"Try clearing app cache or reinstalling the app. If issue persists, send app version and logs."
sup_9489,2025-10-25T12:22:08.875948,cust_3942,cust_3942: I have an issue: refund request. Need assistance,refund request,low,Refunds take 5-7 business days. Provide transaction id and reason for faster processing.
sup_9490,2025-10-05T12:22:08.875948,cust_1821,cust_1821: I have an issue: deposit not credited. Please help,deposit not credited,medium,"Deposits normally show within 1-3 business days. If delayed, send transaction reference and we will investigate."
sup_9491,2025-09-07T12:22:08.875948,cust_2547,cust_2547: I have an issue: need KYC help. Urgent,need KYC help,low,"To complete KYC, upload ID and address proof. Visit Settings > KYC to upload documents."
sup_9492,2025-09-27T12:22:08.876942,cust_200,cust_200: I have an issue: missing statement. Urgent,missing statement,medium,"Statements are available under Documents > Statements. If missing, tell us the month and year."
sup_9493,2025-10-20T12:22:08.876942,cust_4579,cust_4579: I have an issue: how to change bank details. Please help,how to change bank details,low,Go to Payments > Bank details. Update and complete micro-deposit verification.
sup_9494,2025-09-22T12:22:08.876942,cust_4059,cust_4059: I have an issue: how to reset password. Please help,how to reset password,low,"Please follow the reset link in the app or visit Account > Reset Password. If locked out, use 'Forgot password'."
sup_9495,2025-08-19T12:22:08.876942,cust_4915,cust_4915: I have an issue: unable to trade. Need assistance,unable to trade,medium,Trades may be blocked due to insufficient funds or restrictions. Check your balance and ensure KYC is complete.
sup_9496,2025-08-16T12:22:08.876942,cust_1862,cust_1862: I have an issue: how to change bank details. Please help,how to change bank details,medium,Go to Payments > Bank details. Update and complete micro-deposit verification.
sup_9497,2025-08-30T12:22:08.876942,cust_1333,cust_1333: I have an issue: how to reset password. Please help,how to reset password,low,"Please follow the reset link in the app or visit Account > Reset Password. If locked out, use 'Forgot password'."
sup_9498,2025-11-09T12:22:08.876942,cust_551,cust_551: I have an issue: error on mobile app. Need assistance,error on mobile app,low,"Try clearing app cache or reinstalling the app. If issue persists, send app version and logs."
sup_9499,2025-08-30T12:22:08.876942,cust_1366,cust_1366: I have an issue: account locked. Urgent,account locked,low,"We're sorry — your account is locked. Please provide last 4 digits of linked bank to verify, or contact support."
sup_9500,2025-10-04T12:22:08.876942,cust_1611,cust_1611: I have an issue: how to reset password. Need assistance,how to reset password,low,"Please follow the reset link in the app or visit Account > Reset Password. If locked out, use 'Forgot password'."
sup_9501,2025-09-13T12:22:08.876942,cust_178,cust_178: I have an issue: account locked. Urgent,account locked,low,"We're sorry — your account is locked. Please provide last 4 digits of linked bank to verify, or contact support."
sup_9502,2025-10-07T12:22:08.876942,cust_3361,cust_3361: I have an issue: refund request. Thanks,refund request,low,Refunds take 5-7 business days. Provide transaction id and reason for faster processing.
sup_9503,2025-09-28T12:22:08.876942,cust_3059,cust_3059: I have an issue: need KYC help. Please help,need KYC help,medium,"To complete KYC, upload ID and address proof. Visit Settings > KYC to upload documents."
sup_9504,2025-10-25T12:22:08.876942,cust_1962,cust_1962: I have an issue: deposit not credited. Please help,deposit not credited,high,"Deposits normally show within 1-3 business days. If delayed, send transaction reference and we will investigate."
sup_9505,2025-11-07T12:22:08.876942,cust_3722,cust_3722: I have an issue: missing statement. Please help,missing statement,medium,"Statements are available under Documents > Statements. If missing, tell us the month and year."
sup_9506,2025-09-08T12:22:08.876942,cust_2918,cust_2918: I have an issue: unable to trade. Urgent,unable to trade,low,Trades may be blocked due to insufficient funds or restrictions. Check your balance and ensure KYC is complete.
sup_9507,2025-08-24T12:22:08.876942,cust_4089,cust_4089: I have an issue: need KYC help. Urgent,need KYC help,medium,"To complete KYC, upload ID and address proof. Visit Settings > KYC to upload documents."
sup_9508,2025-08-26T12:22:08.876942,cust_2575,cust_2575: I have an issue: how to change bank details. Please help,how to change bank details,low,Go to Payments > Bank details. Update and complete micro-deposit verification.
